transaction_id,user_id,txn_date,txn_time,merchant_name,merchant_gstin,merchant_category,payment_mode,txn_amount,avg_monthly_amount,txn_location,state,is_business_account,gst_applicable,gst_rate,it_section,income_type,weekday,hour_of_day,previous_txn_gap_minutes,merchant_txn_frequency,monthly_total_amount,account_balance_after_txn,deviation_from_avg,anomaly_label
TXN202506911,U239,2025-01-19,05:28:50,Travel Store 311,56GFCMZ5768Q1ZH,Travel,Cash,416001.99,99986.76,City6,Telangana,False,True,18.0,80C,Business,Sunday,5,41,21,40428.45,742303.15,316015.23,1
TXN202506912,U149,2025-06-25,07:26:09,Groceries Store 291,37WYLJT4142A1ZV,Groceries,CreditCard,241533.13,52601.65,City15,Telangana,True,True,18.0,80C,Business,Wednesday,7,111,50,147945.0,242407.31,188931.48,1
TXN202506913,U477,2025-06-22,11:44:57,Salary Store 59,98DZLGB4816G1ZO,Salary,Cash,268472.1,93102.83,City27,Gujarat,False,False,0.0,24B,Business,Sunday,11,71,18,407977.62,464312.65,175369.26999999996,0
TXN202506914,U167,2025-06-10,21:14:09,Insurance Store 105,73NOSMS9509V1ZB,Insurance,Cash,63379.01,17933.06,City62,Gujarat,False,True,18.0,80C,Business,Tuesday,21,42,33,271284.79,837017.18,45445.95,1
TXN202506915,U472,2025-08-11,00:21:51,Insurance Store 229,65OKPBV8033G1ZZ,Insurance,UPI,22144.73,65254.85,City14,Punjab,True,True,18.0,80C,CapitalGain,Monday,0,117,6,109059.28,222387.22,-43110.119999999995,1
TXN202506916,U352,2025-09-13,04:41:02,Insurance Store 212,40PZIZC1840W1ZY,Insurance,UPI,254930.87,84741.4,City12,Kerala,True,True,18.0,80C,Business,Saturday,4,34,9,59963.98,997046.47,170189.47,1
TXN202506917,U379,2025-02-23,22:59:28,Insurance Store 257,14DGELV9745F1ZS,Insurance,CreditCard,69808.1,32903.97,City56,Karnataka,False,True,18.0,80D,CapitalGain,Sunday,22,7,25,79201.03,28362.47,36904.130000000005,0
TXN202506918,U476,2025-04-03,05:14:32,Insurance Store 6,12DJELT8214M1ZK,Insurance,NetBanking,21473.63,11050.68,City42,West Bengal,True,True,18.0,80D,CapitalGain,Thursday,5,110,6,369422.68,58093.58,10422.95,1
TXN202506919,U130,2025-08-31,02:34:20,Salary Store 7,76TQNMS6193Y1ZE,Salary,UPI,21670.97,15689.27,City99,Telangana,False,False,0.0,24B,Business,Sunday,2,52,43,72642.52,984371.78,5981.700000000001,1
TXN202506920,U384,2025-04-27,21:47:00,Entertainment Store 20,60JZIBF8791N1ZH,Entertainment,Cash,100119.45,39034.94,City2,Punjab,True,True,18.0,24B,Business,Sunday,21,69,1,342736.96,45079.01,61084.509999999995,0
TXN202506921,U222,2025-07-06,18:59:06,Travel Store 105,78EBSYM7570Q1ZS,Travel,CreditCard,11907.03,25522.3,City10,Gujarat,False,True,18.0,80D,Salary,Sunday,18,64,43,341651.94,100829.65,-13615.269999999999,0
TXN202506922,U497,2025-03-06,10:22:24,Entertainment Store 194,95WOMFM1957A1ZQ,Entertainment,UPI,208075.45,73246.99,City54,Tamil Nadu,True,True,18.0,80D,Business,Thursday,10,94,28,373915.86,318524.83,134828.46000000002,0
TXN202506923,U103,2025-03-22,19:41:58,Banking Store 62,98PIBXJ2017V1ZF,Banking,UPI,219906.21,78525.07,City69,Gujarat,False,True,18.0,24B,CapitalGain,Saturday,19,95,5,487214.28,101373.25,141381.13999999998,0
TXN202506924,U144,2025-07-05,10:41:03,Travel Store 5,74GYTJJ7858A1ZK,Travel,Cash,169592.47,39645.56,City6,Tamil Nadu,True,True,18.0,24B,Business,Saturday,10,86,17,96483.11,886308.59,129946.91,1
TXN202506925,U505,2025-06-24,13:33:03,Banking Store 133,26IBPQB7654H1ZT,Banking,NetBanking,437954.12,97671.82,City26,Tamil Nadu,True,True,18.0,10A,CapitalGain,Tuesday,13,74,28,328812.22,411006.1,340282.3,1
TXN202506926,U313,2025-05-09,18:46:23,Entertainment Store 331,90GBUCY8648E1ZD,Entertainment,UPI,201293.37,56287.87,City30,Kerala,False,True,18.0,80C,Business,Friday,18,108,3,105916.09,508643.21,145005.5,1
TXN202506927,U484,2025-04-20,20:46:24,Insurance Store 4,30DDNAH3635C1ZP,Insurance,UPI,141762.77,28520.67,City97,Maharashtra,False,True,18.0,80D,Salary,Sunday,20,66,15,226391.32,467959.22,113242.09999999999,1
TXN202506928,U228,2025-09-26,04:09:29,Salary Store 7,75NMRSG3605T1ZU,Salary,NetBanking,106719.76,59818.45,City22,Punjab,False,False,0.0,80C,Salary,Friday,4,40,23,275528.93,31217.18,46901.31,1
TXN202506929,U335,2025-07-22,05:00:52,Groceries Store 26,95AXKSG8285Z1ZM,Groceries,NetBanking,458256.24,95687.81,City22,Tamil Nadu,False,True,18.0,10A,Business,Tuesday,5,7,39,86758.75,492226.18,362568.43,1
TXN202506930,U540,2025-05-14,09:14:58,Entertainment Store 70,82HIDWP8384S1ZA,Entertainment,CreditCard,62147.81,49889.91,City78,Delhi,True,True,18.0,80C,Salary,Wednesday,9,72,42,283899.15,381691.0,12257.899999999994,0
TXN202506931,U451,2025-04-02,01:50:22,Salary Store 116,28PWQVE9259J1ZD,Salary,CreditCard,160808.84,67412.51,City94,West Bengal,True,False,0.0,80C,Salary,Wednesday,1,32,48,463130.91,883730.54,93396.33,1
TXN202506932,U126,2025-07-12,18:43:11,Groceries Store 84,31GCWYK4099E1ZT,Groceries,CreditCard,137527.42,96033.5,City12,Rajasthan,False,True,18.0,24B,CapitalGain,Saturday,18,74,32,9916.23,574155.25,41493.92000000001,0
TXN202506933,U447,2025-09-14,02:45:43,Electronics Store 119,93ZMOBY1983L1ZS,Electronics,CreditCard,387493.75,87710.7,City93,West Bengal,False,True,18.0,10A,Business,Sunday,2,53,18,218786.7,192442.6,299783.05,1
TXN202506934,U238,2025-07-12,20:31:38,Rent Store 74,90NOCEA2747P1ZQ,Rent,Cash,223720.0,80314.93,City11,Rajasthan,True,False,0.0,80D,Salary,Saturday,20,25,11,499525.06,611781.96,143405.07,0
TXN202506935,U514,2025-08-22,20:30:56,Entertainment Store 364,14RIYWJ2950B1ZX,Entertainment,UPI,215385.63,67653.11,City92,Telangana,True,True,18.0,10A,Salary,Friday,20,61,27,222884.75,667998.46,147732.52000000002,1
TXN202506936,U193,2025-03-04,22:13:39,Banking Store 330,66LISOD2025G1ZM,Banking,Cash,49286.55,75252.03,City40,Gujarat,True,True,18.0,80C,Salary,Tuesday,22,4,9,473249.02,842946.02,-25965.479999999996,0
TXN202506937,U525,2025-08-29,15:02:39,Banking Store 389,58KQOIE1424X1ZQ,Banking,CreditCard,183552.58,92431.34,City35,Maharashtra,True,True,18.0,80C,Business,Friday,15,111,2,416701.08,721338.29,91121.23999999999,0
TXN202506938,U370,2025-07-13,12:49:42,Groceries Store 31,78QPFJZ4978H1ZT,Groceries,NetBanking,75287.04,85672.74,City67,West Bengal,True,True,18.0,24B,Salary,Sunday,12,45,3,218159.87,837237.96,-10385.700000000012,0
TXN202506939,U305,2025-01-18,00:39:31,Travel Store 487,94BJQLJ1973P1ZD,Travel,CreditCard,4455.05,17091.83,City18,Delhi,False,True,18.0,80C,Business,Saturday,0,64,29,158627.82,381553.06,-12636.780000000002,1
TXN202506940,U324,2025-02-27,01:56:22,Banking Store 222,85LTUJJ4500V1ZU,Banking,UPI,17194.37,84434.0,City80,Telangana,False,True,18.0,10A,CapitalGain,Thursday,1,5,39,169134.31,632443.55,-67239.63,1
TXN202506941,U324,2025-04-08,00:09:52,Rent Store 480,81ZYWTZ8801T1ZI,Rent,CreditCard,97366.77,22411.63,City47,Telangana,False,False,0.0,24B,Business,Tuesday,0,110,36,208773.94,19440.13,74955.14,1
TXN202506942,U589,2025-06-15,21:00:29,Electronics Store 80,15YAKQD9924R1ZT,Electronics,CreditCard,232375.89,52654.24,City40,Maharashtra,True,True,18.0,80C,CapitalGain,Sunday,21,35,4,257015.83,75992.91,179721.65000000002,1
TXN202506943,U384,2025-05-11,20:58:47,Utilities Store 207,13MVUYS9726I1ZX,Utilities,NetBanking,203742.84,96109.99,City45,West Bengal,False,True,18.0,80D,CapitalGain,Sunday,20,73,42,148337.96,167873.45,107632.84999999999,0
TXN202506944,U487,2025-09-20,14:52:28,Banking Store 364,99UITRK6435B1ZT,Banking,Cash,104464.56,36286.56,City74,Kerala,True,True,18.0,80C,Business,Saturday,14,3,34,223599.62,699831.45,68178.0,0
TXN202506945,U145,2025-04-03,20:58:43,Groceries Store 298,53OHDAR4072Q1ZS,Groceries,Cash,296352.79,69119.15,City39,West Bengal,True,True,18.0,80C,Business,Thursday,20,120,19,142985.57,457073.22,227233.63999999998,1
TXN202506946,U531,2025-01-26,02:34:04,Insurance Store 223,87IBQYW6375D1ZY,Insurance,UPI,35646.68,31696.73,City68,Gujarat,False,True,18.0,80C,Business,Sunday,2,45,35,271471.63,137311.31,3949.9500000000007,1
TXN202506947,U522,2025-05-23,20:40:20,Rent Store 81,58TCOIO1403T1ZQ,Rent,NetBanking,31810.33,45534.02,City15,Karnataka,False,False,0.0,24B,CapitalGain,Friday,20,118,41,266381.73,579399.84,-13723.689999999995,0
TXN202506948,U240,2025-03-18,04:16:49,Insurance Store 30,58ZBCJU7437A1ZJ,Insurance,CreditCard,44384.17,8907.79,City95,Kerala,True,True,18.0,80C,Business,Tuesday,4,37,43,285118.88,527532.3,35476.38,1
TXN202506949,U597,2025-02-15,15:12:19,Salary Store 165,53JBFBC5461E1ZB,Salary,CreditCard,95486.31,96958.92,City88,Rajasthan,True,False,0.0,80C,Salary,Saturday,15,65,45,105921.14,734811.53,-1472.6100000000006,0
TXN202506950,U412,2025-07-31,19:43:16,Electronics Store 423,22VJBFR1080O1ZY,Electronics,NetBanking,8420.16,1738.45,City14,Gujarat,True,True,18.0,80D,CapitalGain,Thursday,19,65,7,99655.87,534389.1,6681.71,1
TXN202506951,U352,2025-07-10,16:33:55,Entertainment Store 90,33ACKLI4424J1ZU,Entertainment,UPI,33177.91,14182.3,City71,Kerala,True,True,18.0,80D,Salary,Thursday,16,69,8,418915.61,161425.66,18995.610000000004,0
TXN202506952,U190,2025-01-30,10:54:06,Insurance Store 56,63CRSYQ7029P1ZD,Insurance,Cash,16203.35,27641.86,City1,Tamil Nadu,True,True,18.0,24B,Salary,Thursday,10,116,32,372431.81,648224.45,-11438.51,0
TXN202506953,U591,2025-04-22,13:38:39,Banking Store 144,59FRCNO5730K1ZR,Banking,UPI,28175.84,30247.42,City31,Gujarat,False,True,18.0,80C,Business,Tuesday,13,33,3,166438.87,755892.85,-2071.579999999998,0
TXN202506954,U372,2025-01-25,16:35:40,Food Store 156,36GVPWD2027U1ZV,Food,NetBanking,286583.14,62377.1,City55,Tamil Nadu,True,True,18.0,80C,CapitalGain,Saturday,16,49,8,218325.63,266177.35,224206.04,1
TXN202506955,U202,2025-02-15,18:38:53,Groceries Store 213,66NYPJJ5623C1ZV,Groceries,UPI,43358.03,51501.34,City8,Maharashtra,True,True,18.0,24B,Business,Saturday,18,97,49,94823.37,837691.4,-8143.309999999998,0
TXN202506956,U267,2025-04-19,04:49:01,Banking Store 36,68QQLGA4700U1ZJ,Banking,UPI,69394.02,28148.68,City12,West Bengal,True,True,18.0,80D,CapitalGain,Saturday,4,104,40,345008.94,404896.21,41245.340000000004,1
TXN202506957,U277,2025-08-08,15:06:42,Insurance Store 98,99XONEB1541C1ZY,Insurance,Cash,48646.25,11694.5,City19,West Bengal,True,True,18.0,24B,Business,Friday,15,58,38,3605.04,484154.06,36951.75,1
TXN202506958,U197,2025-09-04,16:53:31,Rent Store 54,14JJKJK8268O1ZD,Rent,UPI,79260.74,65938.38,City7,Telangana,False,False,0.0,80C,CapitalGain,Thursday,16,11,27,437171.32,603716.09,13322.36,0
TXN202506959,U417,2025-04-09,00:39:58,Food Store 61,89XXFSZ4932I1ZO,Food,CreditCard,167054.44,93053.06,City53,Punjab,False,True,18.0,10A,Business,Wednesday,0,101,29,478659.56,649014.83,74001.38,1
TXN202506960,U305,2025-07-27,01:39:00,Travel Store 238,74GSVXP6324A1ZB,Travel,NetBanking,146640.66,35340.62,City45,Gujarat,True,True,18.0,10A,CapitalGain,Sunday,1,71,16,396726.52,41645.28,111300.04000000001,1
TXN202506961,U208,2025-07-13,03:25:42,Banking Store 41,31YCWNS4930U1ZG,Banking,NetBanking,247721.42,51314.08,City11,Karnataka,False,True,18.0,80C,CapitalGain,Sunday,3,1,29,117357.15,124811.48,196407.34000000003,1
TXN202506962,U122,2025-08-21,14:41:33,Salary Store 443,39UEKVL3920Q1ZV,Salary,UPI,145106.52,78668.26,City42,Delhi,False,False,0.0,24B,Business,Thursday,14,70,35,213438.65,519395.67,66438.26,0
TXN202506963,U572,2025-03-03,01:39:16,Entertainment Store 247,95NRRFE7054U1ZB,Entertainment,UPI,91969.95,56663.38,City81,Punjab,True,True,18.0,80C,Business,Monday,1,37,13,455033.08,304854.58,35306.57,1
TXN202506964,U240,2025-07-20,00:14:19,Entertainment Store 181,97DKUVG4912A1ZW,Entertainment,UPI,19299.66,27464.78,City13,Rajasthan,False,True,18.0,80D,Salary,Sunday,0,57,50,433204.48,400653.39,-8165.119999999999,1
TXN202506965,U600,2025-08-13,05:27:25,Banking Store 217,63GELYX1941Y1ZU,Banking,NetBanking,29052.63,11818.46,City16,Telangana,False,True,18.0,24B,Salary,Wednesday,5,113,38,53311.63,402456.48,17234.170000000002,1
TXN202506966,U297,2025-05-27,12:16:34,Groceries Store 196,63TWOUS5962L1ZL,Groceries,CreditCard,38641.6,24919.86,City97,Telangana,False,True,18.0,80C,Salary,Tuesday,12,39,8,391277.42,533289.28,13721.739999999998,0
TXN202506967,U322,2025-03-19,00:11:35,Entertainment Store 27,72TATUG7358O1ZA,Entertainment,UPI,70920.01,53438.69,City31,Delhi,False,True,18.0,10A,Business,Wednesday,0,57,5,234313.65,80026.24,17481.319999999992,1
TXN202506968,U257,2025-03-12,00:30:15,Food Store 356,55MMSWC8603X1ZB,Food,UPI,147405.14,49006.86,City52,Delhi,False,True,18.0,80C,Salary,Wednesday,0,110,40,311664.54,480289.63,98398.28000000001,1
TXN202506969,U284,2025-08-27,16:49:13,Insurance Store 440,89IVHSN1948B1ZY,Insurance,Cash,125779.39,83832.02,City36,Delhi,True,True,18.0,10A,CapitalGain,Wednesday,16,3,46,247394.83,868500.07,41947.369999999995,0
TXN202506970,U547,2025-05-01,16:52:51,Food Store 26,46BXHUC4325S1ZX,Food,CreditCard,31913.21,21124.48,City17,Delhi,False,True,18.0,80D,Salary,Thursday,16,114,12,38842.43,137615.85,10788.73,0
TXN202506971,U592,2025-07-01,07:18:46,Travel Store 495,73EAGVK2047S1ZM,Travel,NetBanking,19040.62,4163.0,City12,Telangana,True,True,18.0,10A,Salary,Tuesday,7,59,40,275749.97,826915.92,14877.619999999999,1
TXN202506972,U283,2025-07-20,16:56:15,Entertainment Store 388,54UGWMA5683I1ZI,Entertainment,Cash,69152.52,48526.99,City25,Tamil Nadu,True,True,18.0,10A,CapitalGain,Sunday,16,67,50,103530.62,405372.12,20625.530000000006,0
TXN202506973,U184,2025-07-21,09:07:10,Groceries Store 68,97UQRDW5375H1ZK,Groceries,NetBanking,196460.76,64348.63,City90,Karnataka,False,True,18.0,80D,Salary,Monday,9,118,19,159128.0,329328.75,132112.13,1
TXN202506974,U132,2025-03-28,11:01:55,Banking Store 208,60CWINO9947V1ZD,Banking,UPI,73123.45,27445.12,City33,Karnataka,False,True,18.0,80C,Business,Friday,11,81,2,407426.3,215981.13,45678.33,0
TXN202506975,U582,2025-05-03,01:31:53,Salary Store 322,68FXFHO7580M1ZK,Salary,UPI,279786.21,67017.57,City62,Rajasthan,True,False,0.0,10A,CapitalGain,Saturday,1,96,15,413350.43,861714.44,212768.64,1
TXN202506976,U593,2025-09-02,03:20:21,Utilities Store 3,15KKXDF9676B1ZT,Utilities,Cash,38604.59,29154.94,City48,Punjab,False,True,18.0,80C,Salary,Tuesday,3,67,3,32593.96,777922.44,9449.649999999998,1
TXN202506977,U173,2025-05-25,17:28:52,Entertainment Store 47,92UBBWC6680S1ZM,Entertainment,UPI,166192.49,54467.71,City56,Gujarat,False,True,18.0,24B,Business,Sunday,17,117,16,405880.35,994769.04,111724.78,1
TXN202506978,U416,2025-08-12,23:37:43,Rent Store 322,35CGPOZ2871X1ZM,Rent,UPI,226822.69,61066.24,City13,Kerala,False,False,0.0,80D,Business,Tuesday,23,47,23,455139.71,828752.66,165756.45,1
TXN202506979,U494,2025-03-20,03:36:21,Travel Store 242,49ZUCRW3848L1ZS,Travel,CreditCard,125494.39,49527.43,City63,Rajasthan,False,True,18.0,10A,CapitalGain,Thursday,3,3,15,148668.37,978779.49,75966.95999999999,1
TXN202506980,U287,2025-03-06,14:33:11,Travel Store 283,28VQORY6346Y1ZY,Travel,CreditCard,168105.48,90129.92,City43,Punjab,False,True,18.0,10A,CapitalGain,Thursday,14,59,6,262034.03,229580.21,77975.56000000001,0
TXN202506981,U320,2025-07-20,02:19:19,Entertainment Store 110,83GISTL1903V1ZY,Entertainment,NetBanking,315157.27,86979.67,City15,Gujarat,False,True,18.0,80C,CapitalGain,Sunday,2,112,33,66475.62,702832.47,228177.60000000003,1
TXN202506982,U477,2025-02-27,18:46:39,Travel Store 40,64OFTZW8157I1ZS,Travel,NetBanking,323906.58,78143.02,City84,Delhi,False,True,18.0,80C,CapitalGain,Thursday,18,46,23,367217.15,181562.73,245763.56,1
TXN202506983,U392,2025-02-14,11:31:10,Travel Store 263,80LOCQS8289X1ZL,Travel,NetBanking,109681.03,51405.96,City62,Karnataka,True,True,18.0,24B,Salary,Friday,11,15,13,466542.41,568034.29,58275.07,0
TXN202506984,U242,2025-06-29,14:01:06,Entertainment Store 72,32OPTVW3408F1ZM,Entertainment,Cash,368788.5,78637.11,City65,West Bengal,True,True,18.0,80C,CapitalGain,Sunday,14,117,20,314273.47,749147.85,290151.39,1
TXN202506985,U314,2025-08-14,07:24:05,Banking Store 98,56LTJZD6326O1ZQ,Banking,NetBanking,70657.21,73417.12,City94,Maharashtra,False,True,18.0,24B,CapitalGain,Thursday,7,7,4,127493.1,726653.27,-2759.909999999989,0
TXN202506986,U496,2025-08-29,21:54:37,Utilities Store 81,35GTIFY4036O1ZH,Utilities,CreditCard,35684.95,30958.29,City58,Kerala,False,True,18.0,80D,Business,Friday,21,97,38,225371.92,971264.21,4726.659999999996,0
TXN202506987,U489,2025-03-28,14:27:21,Salary Store 180,33FHYKW5106Y1ZA,Salary,UPI,166052.78,40303.96,City2,Gujarat,False,False,0.0,10A,CapitalGain,Friday,14,120,41,471817.71,254849.67,125748.82,1
TXN202506988,U209,2025-06-06,21:23:34,Insurance Store 294,14HRRIE3500K1ZY,Insurance,NetBanking,7932.79,1721.62,City65,Gujarat,False,True,18.0,80C,Salary,Friday,21,70,25,200082.9,56321.65,6211.17,1
TXN202506989,U255,2025-03-01,04:33:33,Banking Store 94,52KJDGB9212G1ZR,Banking,CreditCard,266102.72,86541.12,City64,Karnataka,False,True,18.0,80D,Business,Saturday,4,80,43,196845.82,747373.16,179561.59999999998,1
TXN202506990,U444,2025-03-31,14:35:17,Rent Store 176,82BQXKL2990E1ZE,Rent,NetBanking,12088.26,31084.94,City68,Maharashtra,True,False,0.0,80C,Salary,Monday,14,90,9,308845.24,994833.67,-18996.68,0
TXN202506991,U253,2025-03-09,22:25:51,Entertainment Store 281,12PNHEZ3794Z1ZS,Entertainment,Cash,341719.51,82832.26,City80,West Bengal,True,True,18.0,10A,CapitalGain,Sunday,22,80,30,391811.37,994374.75,258887.25,1
TXN202506992,U304,2025-09-28,15:38:07,Rent Store 348,54JGIPE2239Z1ZM,Rent,UPI,218269.83,66575.66,City44,West Bengal,False,False,0.0,80C,CapitalGain,Sunday,15,69,33,62745.66,316098.51,151694.16999999998,1
TXN202506993,U486,2025-02-07,19:54:14,Food Store 335,48LZQXN9891U1ZW,Food,Cash,422831.82,90873.08,City94,Gujarat,True,True,18.0,24B,CapitalGain,Friday,19,68,29,377373.93,755274.74,331958.74,1
TXN202506994,U306,2025-02-09,16:10:58,Entertainment Store 102,61NSBVM9138M1ZH,Entertainment,CreditCard,298235.48,67904.0,City35,Gujarat,False,True,18.0,24B,Salary,Sunday,16,104,27,220589.42,790326.44,230331.47999999998,1
TXN202506995,U251,2025-09-05,16:18:52,Rent Store 20,92MJAQY7585B1ZF,Rent,NetBanking,441344.77,93286.21,City8,Punjab,False,False,0.0,80C,CapitalGain,Friday,16,108,13,221301.35,620728.72,348058.56,1
TXN202506996,U300,2025-09-04,06:50:38,Salary Store 55,45HTXRC2567M1ZE,Salary,NetBanking,78979.21,38930.87,City29,Maharashtra,True,False,0.0,80C,Business,Thursday,6,64,22,181946.15,871276.66,40048.340000000004,0
TXN202506997,U418,2025-06-06,05:23:24,Groceries Store 176,86EBKPY4372J1ZB,Groceries,NetBanking,56977.2,69767.55,City40,Delhi,False,True,18.0,10A,Business,Friday,5,32,22,338903.62,338046.02,-12790.350000000006,1
TXN202506998,U539,2025-05-05,22:53:48,Electronics Store 94,91UQFMI9088T1ZP,Electronics,Cash,134263.04,40860.26,City84,Gujarat,False,True,18.0,10A,Salary,Monday,22,56,48,207369.82,186543.91,93402.78,1
TXN202506999,U523,2025-06-18,22:07:51,Salary Store 271,83UFRXU4544D1ZW,Salary,UPI,9726.32,6112.86,City54,Punjab,True,False,0.0,24B,Business,Wednesday,22,16,37,9819.91,714007.62,3613.46,0
TXN202507000,U291,2025-02-10,18:42:31,Banking Store 204,33VQEUD9157J1ZR,Banking,UPI,29714.08,7447.62,City16,Punjab,False,True,18.0,80D,Business,Monday,18,65,1,182141.35,619932.95,22266.460000000003,1
TXN202507001,U159,2025-06-20,11:31:26,Groceries Store 386,14PIIEW2433X1ZJ,Groceries,NetBanking,113299.28,37601.33,City76,Kerala,False,True,18.0,80D,Salary,Friday,11,45,4,233638.98,249871.01,75697.95,1
TXN202507002,U500,2025-07-30,20:32:19,Entertainment Store 30,27UFMYS8371Q1ZF,Entertainment,CreditCard,122541.29,26672.81,City58,Delhi,False,True,18.0,80D,CapitalGain,Wednesday,20,102,20,44717.68,779807.9,95868.48,1
TXN202507003,U429,2025-02-23,10:18:50,Salary Store 322,34KQKWB2699U1ZP,Salary,UPI,76377.13,32851.86,City6,Rajasthan,True,False,0.0,80D,Salary,Sunday,10,49,26,212291.81,118588.46,43525.270000000004,0
TXN202507004,U118,2025-08-21,09:14:06,Utilities Store 37,52RLOXD8410B1ZU,Utilities,UPI,14862.76,7237.7,City96,Punjab,False,True,18.0,80C,Business,Thursday,9,40,24,67805.02,424940.04,7625.06,0
TXN202507005,U110,2025-05-29,02:51:44,Travel Store 224,60RFEBT4044R1ZL,Travel,Cash,17288.93,26716.45,City13,Telangana,True,True,18.0,80D,CapitalGain,Thursday,2,25,23,320018.85,235243.26,-9427.52,1
TXN202507006,U561,2025-03-11,12:45:15,Rent Store 75,67XONWY1894M1ZA,Rent,CreditCard,137626.5,72862.32,City47,Karnataka,True,False,0.0,10A,CapitalGain,Tuesday,12,54,33,245528.82,331596.58,64764.17999999999,0
TXN202507007,U457,2025-07-09,00:10:28,Electronics Store 347,98LOCQT2413F1ZS,Electronics,UPI,47711.8,65172.4,City50,Kerala,False,True,18.0,80C,Salary,Wednesday,0,50,5,113279.26,115116.0,-17460.6,1
TXN202507008,U413,2025-06-23,11:09:54,Groceries Store 13,84OVGLT9569L1ZV,Groceries,NetBanking,12066.73,31440.19,City32,Punjab,True,True,18.0,24B,Salary,Monday,11,15,4,231084.16,406087.95,-19373.46,0
TXN202507009,U427,2025-06-05,07:24:46,Banking Store 148,55JAZOK9426A1ZL,Banking,Cash,382316.91,80008.76,City89,Gujarat,True,True,18.0,80D,CapitalGain,Thursday,7,48,49,359457.55,637329.04,302308.14999999997,1
TXN202507010,U463,2025-01-18,00:26:33,Rent Store 104,10EXNML8132O1ZU,Rent,CreditCard,301735.46,66112.74,City2,Maharashtra,True,False,0.0,10A,Business,Saturday,0,40,31,425810.9,29486.8,235622.72000000003,1
TXN202507011,U295,2025-02-06,10:30:18,Electronics Store 84,55ZKLJP7596U1ZM,Electronics,CreditCard,150520.59,90641.73,City39,West Bengal,False,True,18.0,10A,Business,Thursday,10,4,12,37766.41,400746.58,59878.86,0
TXN202507012,U174,2025-09-12,20:03:19,Banking Store 452,95WZYGM8094A1ZU,Banking,CreditCard,37789.63,26665.66,City37,Telangana,False,True,18.0,10A,CapitalGain,Friday,20,24,24,492871.6,381220.02,11123.969999999998,0
TXN202507013,U160,2025-08-04,17:37:26,Entertainment Store 289,67LPMKU7117T1ZK,Entertainment,CreditCard,47766.1,11153.82,City68,Maharashtra,False,True,18.0,24B,CapitalGain,Monday,17,18,27,119127.09,490624.99,36612.28,1
TXN202507014,U304,2025-09-24,11:04:37,Utilities Store 271,11VZQFE4954C1ZX,Utilities,CreditCard,43359.99,18786.47,City43,Tamil Nadu,False,True,18.0,80C,Business,Wednesday,11,104,37,402239.61,703471.34,24573.519999999997,0
TXN202507015,U317,2025-08-14,04:16:47,Travel Store 80,90SXFMA8215I1ZN,Travel,CreditCard,162341.95,56805.94,City27,Telangana,True,True,18.0,80C,Salary,Thursday,4,89,15,117085.06,546304.87,105536.01000000001,1
TXN202507016,U261,2025-04-25,03:35:21,Salary Store 473,76CGWMA9555W1ZT,Salary,NetBanking,218839.69,91306.63,City15,Delhi,True,False,0.0,24B,Business,Friday,3,34,2,269655.59,891092.19,127533.06,1
TXN202507017,U412,2025-01-24,07:27:31,Insurance Store 468,43TENGY7113K1ZU,Insurance,NetBanking,21766.93,10657.14,City64,Karnataka,True,True,18.0,10A,Business,Friday,7,82,47,46869.97,768280.09,11109.79,0
TXN202507018,U122,2025-02-17,23:06:37,Banking Store 269,42MHQST9475F1ZR,Banking,CreditCard,336119.13,68530.71,City12,Delhi,True,True,18.0,80C,Salary,Monday,23,1,44,213451.78,768469.79,267588.42,1
TXN202507019,U555,2025-06-08,18:54:47,Insurance Store 414,67WFHQU4998K1ZU,Insurance,Cash,16379.25,14554.96,City63,Karnataka,False,True,18.0,80C,CapitalGain,Sunday,18,20,33,151159.62,365796.64,1824.2900000000009,0
TXN202507020,U163,2025-05-18,09:50:47,Salary Store 296,90ZZGNJ6026P1ZP,Salary,CreditCard,339942.97,75694.74,City22,Delhi,True,False,0.0,80C,Salary,Sunday,9,43,25,123186.24,171202.2,264248.23,1
TXN202507021,U240,2025-02-05,03:12:53,Banking Store 196,85HRGXH8621B1ZA,Banking,CreditCard,87522.13,61381.54,City23,Telangana,False,True,18.0,24B,CapitalGain,Wednesday,3,35,23,52682.99,291409.47,26140.590000000004,1
TXN202507022,U102,2025-09-06,20:13:11,Insurance Store 466,42OCMUE7052W1ZD,Insurance,Cash,117794.75,31138.35,City88,West Bengal,False,True,18.0,24B,CapitalGain,Saturday,20,92,32,147673.79,467127.38,86656.4,1
TXN202507023,U448,2025-03-06,21:24:49,Rent Store 269,10WJZBV1879V1ZX,Rent,NetBanking,173779.98,60488.65,City2,Delhi,True,False,0.0,80C,Business,Thursday,21,99,20,359358.24,770931.37,113291.33000000002,0
TXN202507024,U376,2025-05-03,07:35:34,Rent Store 406,49IRQLT9910W1ZE,Rent,Cash,24440.01,93541.45,City24,Telangana,True,False,0.0,10A,CapitalGain,Saturday,7,77,7,12487.1,277046.78,-69101.44,0
TXN202507025,U434,2025-04-09,09:44:43,Utilities Store 43,46ZLMAN6029C1ZY,Utilities,UPI,58002.02,55312.65,City56,Maharashtra,False,True,18.0,10A,CapitalGain,Wednesday,9,85,16,86795.3,829737.58,2689.3699999999953,0
